id,title,journal,month,year
830,Elastocapillary rolling transfer weaves soft materials to spatial structures,Science,Aug,2023
831,Pneumatic cells toward absolute Gaussian morphing,Science,Aug,2023
832,Magnetic Janus origami robot for cross-scale droplet omni- manipulation,Nature,Sep,2023
833,Omnidirectional compliance on cross-linked actuator coordination enables simultaneous multi-functions of soft modular robots,Nature,Jul,2023
834,Lightweight Pneumatically Elastic Backbone Structure with Modular Construction and Nonlinear Interaction for Soft Actuators,SoRo Journal,Aug,2023
835,Soft Robotic Finger with Energy-Coupled Quadrastability,SoRo Journal,Aug,2023
836,Overtwisting and Coiling Highly Enhance Strain Generation of Twisted String Actuators,SoRo Journal,Aug,2023
837,Synergistical Mechanical Design and Function Integration for Insect- Scale On-Demand Configurable Multifunctional Soft Magnetic Robots,SoRo Journal,Jul,2023
838,Nanocellulose-based soft actuators and their applications,J Polymer Sci,Aug,2023
839,Reprogrammable Magnetic Soft Robots Based on Low Melting Alloys,Adv Intell Sys,Jul,2023
840,Bioinspired design of stimuli-responsive artificial muscles with multiple actuation modes,Smart Mater Struct,Jul,2023
841,"Shape memory polymers enable versatile magneto-active structure with 4D printability, variable stiffness, shape-morphing and effective grasping",Smart Mater Struct,Jul,2023
842,Self-Closing and Self-Healing Multi-Material Suction Cups for Energy-Efficient Vacuum Grippers,Adv Intel Sys,Aug,2023
843,Fluidically programmed wearable haptic textiles,Device,Sep,2023
844,An RNN-LSTM Enhanced Compact and Affordable Micro Force Sensing System for Interventional Continuum Robots With Interchangeable End- Effector Instruments,IEEE TIM,Jul,2023
845,Shape Self-Sensing With Mutual Inductance Sensor Array,IEEE Sensors Journal,Sep,2023
846,Active Optical Sensor Microrobot Equipped With Multi-DoF Gripper Arm Based on Kinetic Electronics,IEEE Sensors Letters,Aug,2023
847,High-stretchability and low-hysteresis strain sensors using origami- inspired 3D mesostructures,Science,Aug,2023
848,Water-Insensitive Self-Healing Materials: From Network Structure Design to Advanced Soft Electronics,Adv Func Mater,Sep,2023
849,Design and Applications of Soft Actuators Based on Digital Light Processing (DLP) 3D Printing,IEEE Access,Aug,2023
850,Tunable Stiffness Caudal Peduncle Leads to Higher Swimming Speed Without Extra Energy,IEEE RA-L,Aug,2023
851,Wireless Millimeter-Size Soft Climbing Robots With Omnidirectional Steerability on Tissue Surfaces,IEEE RA-L,Aug,2023
852,Simple and Fast Locomotion of Vibrating Asymmetric Soft Robots,SoRo Journal,Jul,2023
853,A Multidirectional Locomotion Light-Driven Soft Crawling Robot,Adv Func Mater,Jul,2023
854,Vitrimeric shape memory polymer-based fingertips for adaptive grasping,Front Robot AI,Jul,2023
855,Optimal Design of a Highly Self-Adaptive Gripper with Multi-Phalange Compliant Fingers for Grasping Irregularly Shaped Objects,IEEE RA-L,Sep,2023
856,Grasping through dynamic weaving with entangled closed loops,Nature,Aug,2023
857,A Variable Stiffness Soft Gripper Based on Rotational Layer Jamming,SoRo Journal,Aug,2023
858,"A Tensegrity Joint for Low-Inertia, Compact, and Compliant Soft Manipulators",Adv Intel Sys,Jul,2023
859,Jelly-Z: swimming performance and analysis of twisted and coiled polymer (TCP) actuated jellyfish soft robot,Nature,Jul,2023
860,Bioinspired Soft Spine Enables Small-Scale Robotic Rat to Conquer Challenging Environments,SoRo Journal,Jul,2023
861,Electrically Zipping Bending Actuators for Prosthetic Fingers,IEEE RA-L,Sep,2023
862,A Novel Soft Glove Utilizing Honeycomb Pneumatic Actuators (HPAs) for Assisting Activities of Daily Living,IEEE T-NSRE,Aug,2023
863,A Handheld Hydraulic Soft Robotic Device With Bidirectional Bending End-Effector for Minimally Invasive Surgery,IEEE T-MRB,Jul,2023
864,Magnetically assisted soft milli-tools for occluded lumen morphology detection,Science,Aug,2023
865,The Kinematics of Constant Curvature Continuum Robots Through Three Segments,IEEE RA-L,Sep,2023
866,Learning-Based Object Recognition via a Eutectogel Electronic Skin Enabled Soft Robotic Gripper,IEEE RA-L,Sep,2023
867,A Provably Stable Iterative Learning Controller for Continuum Soft Robots,IEEE RA-L,Aug,2023
868,Force Feedback-Based Gamification: Performance Validation of Squat Exergame Using Pneumatic Gel Muscles and Dynamic Difficulty Adjustment,IEEE RA-L,Aug,2023
869,Hardware-in-the-Loop Soft Robotic Testing Framework Using an Actor- Critic Deep Reinforcement Learning Algorithm,IEEE RA-L,Aug,2023
870,Model Reduction in Soft Robotics Using Locally Volume-Preserving Primitives,IEEE RA-L,Jul,2023
871,Reinforcement Learning of CPG-Regulated Locomotion Controller for a Soft Snake Robot,IEEE T-RO,Jul,2023
872,Control of soft robots with inertial dynamics,Science,Aug,2023
873,Inverse Origami Design Model for Soft Robotic Development,SoRo Journal,Aug,2023
874,Latent Representation-Based Learning Controller for Pneumatic and Hydraulic Dual Actuation of Pressure-Driven Soft Actuators,SoRo Journal,Aug,2023
875,Closed-Loop Soft Robot Control Frameworks with Coordinated Policies Based on Reinforcement Learning and Proprioceptive Self-Sensing,Adv Func Mater,Aug,2023
876,SofToss: Learning to Throw Objects With a Soft Robot,IEEE RAM,Sep,2023
877,Embedded shape morphing for morphologically adaptive robots,Nature,Sep,2023
878,This insect-sized robot can carry 22 times its own weight,Nature,Sep,2023
879,"Soft Sensors Support Real-Time, Autonomous Process Monitoring",Gen Eng News,Sep,2023
880,Dutch Program Pumps �10M into Soft Robotic Heart Development,MDDI,Jul,2023
881,Asteroid Landings Call for Robots With a Soft Touch,IEEE Spectrum,Sep,2023
882,"Design, modeling and control of a pneumatically actuated manipulator inspired by biological continuum structures","Bioinspir, Biomim,",Jun,2013
883,A contact-aided compliant displacement-delimited gripper manipulator,"J, Mechanisms Robotics",Jul,2013
884,Droplets out of equilibrium,Science,Jul,2013
885,A new method for the analysis of soft tissues with data acquired under field conditions,PLoS ONE,Jun,2013
886,"Soft robotics on the move: Scientific networks, activities, and future challenges",Soft Robotics,Jun,2014
887,Learning object deformation models for robot motion planning,"Robot, Auton, Syst,",Aug,2014
888,Three-dimensionally printed biological machines powered by skeletal muscle,PNAS,Jun,2014
889,Movable shark scales act as a passive dynamic micro-roughness to control flow separation,"Bioinspir, Biomim ,",Jul,2014
890,"Kinematic, stiffness, and dynamic analyses of a compliant tensegrity mechanism","J, Mechanisms Robotics",Jun,2014
891,Robust force control of series elastic actuators,Actuators,Jul,2014
892,Novel additive manufacturing pneumatic actuators and mechanisms for food handling grippers,Actuators,Jul,2014
893,Soft robotics technologies to address shortcomings in today�s minimally invasive surgery: The STIFF-FLOP approach,Soft Robotics,Jun,2014
894,A method for building self-folding machines,Science,Aug,2014
895,Folding structures out of flat materials,Science,Aug,2014
896,Structural origins of morphing in plant tissues,"Appl, Phys, Lett,",Jun,2014
897,Robots get flexible and torqued up with origami wheels,IEEE Spectrum,Jun,2014
898,Elastic cloaking material makes objects �unfeelable�,Scientific American,Jul,2014
899,Microrobotic tentacles with spiral bending capability based on shape-engineered elastomeric microtubes,"Sci, Rep,",Jun,2015
900,"A 3D printed, functionally graded soft robot powered by combustion",Science,Jul,2015
901,Dynamics of underwater legged locomotion: modelling and experiments on an octopus-inspired robot,"Bioinspir, Biomim,",Jul,2015
902,A model of larval biomechanics reveals exploitable passive properties for efficient locomotio n,Biomimetic and Biohybrid Systems,Jul,2015
903,Breathable and stretchable temperature sensors inspired by ski n,"Sci, Rep,",Jun,2015
904,Development of a self-healing soft pneumatic actuator: a first concept,"Bioinspir, Biomim,",Jun,2015
905,"High-resolution, large-area fabrication of compliant electrodes via laser ablation for robust, stretchable dielectric elastomer actuators and sensors","Appl, Mater, Interfaces",Jul,2015
906,A novel 4-DOF origami grasper with an SMA-actuation system for minimally invasive surgery,"IEEE Trans, Robot,",Jun,2016
907,Soft wheels make robots tough,Nature-Robotics,Jul,2016
908,Design and locomotion control of a soft robot using friction manipulation and motor�tendon actuation,"IEEE Trans, Robot,",Aug,2016
909,Biomedical materials: A restorative synthetic skin,Nature Materials,Jul,2016
910,Programming complex shapes in thin nematic elastomer and glass sheets,"Phys, Rev, E, Jun",,2016
911,Open-loop control of creep and vibration in dielectric elastomer actuators with phenomenological models,"IEEE Trans, Mechatronics,",Jul,2016
912,"Artificial metamorphosis: Evolutionary design of transforming, soft- bodied robots",Artificial Life,Aug,2016
913,Exoskin: a programmable hybrid shape-changing material,IEEE Spectrum,Jun,2016
914,Squishy robots: Phase-changing material could allow even low-cost robots to switch between hard and soft states,Science Daily,Jul,2016
915,The future of robotic surgery: Snake-like bots that glide into orifices,IEEE Spectrum,Jul,2016
916,Stryker launches SonicAnchor extremity fixation anchor,"Massdevice,com",Jul,2016
917,Stretchable touch pad could become wearable touch screen,IEEE Spectrum,Aug,2016
918,Science gels with healthcare,"Asme,org",Aug,2016
919,A geometry deformation model for braided continuum manipulators,"Front, Robot, AI,",Jun,2017
920,A soft multi-module manipulator with variable stiffness for minimally invasive surgery,"Bioinspir, Biomim,",Jun,2017
921,Propulsion via flexible flapping in granular media,"Phys, Rev, E",Jul,2017
922,Long-legged hexapod giacometti robot using thin soft McKibben actuator,IEEE RA-L,Jul,2017
923,CNT-based sensor arrays for local strain measurements in soft pneumatic actuators,Int J Intell Robot,Jun,2017
924,The language of glove: Wireless gesture decoder with low-power and stretchable hybrid electronics,PLOS ONE,Jul,2017
925,Feedback control of soft robot actuators via commercial flex bend sensor s,"IEEE/ASME Trans, Mechatronics , Aug",,2017
926,Optimizing the power and energy consumption of powered prosthetic ankles with series and parallel elasticity,MEMAT,Jun,2017
927,"Bilateral, misalignment-compensating, full-DOF hip exoskeleton: Design and kinematic validation","Appl, Bionics Biomech,",Jun,2017
928,A soft robotic exosuit improves walking in patients after stroke,"Sci, Transl, Med,",Jul,2017
929,"Bilateral, misalignment-compensating, full-DOF hip exoskeleton: Design and kinematic validation","Appl Bionics Biomech,",Jul,2017
930,Batch fabrication of customizable silicone-textile composite capacitive strain sensors for human motion tracking,"Adv, Mater, Technologies",Jul,2017
931,Self-healing soft pneumatic robots,"Science Robotics, Aug",,2017
932,Programmable deployment of tensegrity structures by stimulus- responsive polymers,"Sci, Rep,",Jun,2017
933,Capability by stacking: The current design heuristic for soft robots,Biomimetics,Jul,2018
934,Toward perceptive soft robots: Progress and challenges,Adv Sci,Jul,2018
935,Design and development of a topology-optimized three-dimensional printed soft gripper,Soft Robotics,Jul,2018
936,Microtransformers: Controlled microscale navigation with flexible robots,Phys Rev Fluids,Jun,2018
937,Intermittent locomotion of a fish-like swimmer driven by passive elastic mechanism,Bionspiration Biomim,Jul,2018
938,A soft optical waveguide coupled with fiber optics for dynamic pressure and strain sensing,IEEE RA-L,Jul,2018
939,Printing ferromagnetic domains for untethered fast-transforming soft materials,Nature,Jun,2018
940,Modeling of dielectric elastomer oscillators for soft biomimetic applications,Bionspiration Biomim,Jun,2018
941,Exploiting textile mechanical anisotropy for fabric-based pneumatic actuators,Soft Robotics,Jul,2018
942,Microfluidic-based flexible reflective multicolor display,Microsyst Nanoeng,Jul,2018
943,Passive back support exoskeleton improves range of motion using flexible beams,Frontiers in Robotics and AI,Jun,2018
944,Twist of tubular mechanical metamaterials based on waterbomb origami,Sci Rep,Jun,2018
945,Trends and challenges in robot manipulation,Science,Jun,2019
946,Long shape memory alloy tendon-based soft robotic actuators and implementation as a soft gripper,"Sci, Rep,",Aug,2019
947,A neuro-inspired artificial peripheral nervous system for scalable electronic skins,"Sci, Robot",Jul,2019
948,A soft ring oscillator,"Sci, Robot",Jun,2019
949,Strain-programmable fiber-based artificial muscle,Science,Jul,2019
950,Topology optimization and 3D printing of multimaterial magnetic actuators and displays,"Sci, Adv,",Jul,2019
951,Stretchable pumps for soft machines,Nature,Aug,2019
952,Autonomous deployment of a solar panel using elastic origami and distributed shape-memory-polymer actuators,"Phys, Rev, Applied",Jun,2019
953,A soft pneumatic inchworm double balloon (SPID) for colonoscopy,"Sci, Rep,",Jul,2019
954,Reconfigurable soft body trajectories using unidirectionally stretchable composite laminae,"Nat, Commun,",Jul,2019
955,Theoretical foundation for design of friction-tunable soft finger with wrinkle�s morphology,IEEE RA-L,Jul,2019
956,Contact patterning by laser printing for flexible electronics on paper,npj Flexible Electronics,Jun,2019
957,"Reduced order vs, discretized lumped system models with absolute and relative states for continuum manipulators",Robotics: Science and Systems,Jun,2019
958,H-Infinity based Extended Kalman Filter for state estimation in highly nonlinear soft robotic system,American Control Conference,Jul,2019
959,Soft robotic bilateral hand rehabilitation system for fine motor learning,IEEE ICORR,Jul,2019
960,A dexterous soft robotic hand for delicate in-hand manipulation,IEEE RA-L,Jul,2020
961,"A soft manipulator for efficient delicate grasping in shallow water: modeling, control, and real-world experiments",Int J Robot Res,Jul,2020
962,IRONSperm: Sperm-templated soft magnetic microrobots,Sci Adv,Jul,2020
963,3D printed deformable sensors,Sci Adv,Jun,2020
964,"A breathable, biodegradable, antibacterial, and self-powered electronic skin based on all-nanofiber triboelectric nanogenerators",Sci Adv,Jun,2020
965,A model-based sensor fusion approach for force and shape estimation in soft robotics,IEEE RA-L,Jul,2020
966,"Soft acoustic waveguides for strain, deformation, localization and twist measurements",IEEE Sens J,Jul,2020
967,Data�driven disturbance observers for estimating external forces on soft robots,IEEE RA-L,Aug,2020
968,Soft electromagnetic actuators,Sci Adv,Jun,2020
969,Twisted-and-coiled actuators with free strokes enable soft robots with programmable motions,Soft Robotics,Jun,2020
970,Multimode hydraulically amplified electrostatic actuators for wearable haptics,"Adv, Mater,",Jul,2020
971,Design of a pneumatic soft actuator controlled via eye tracking and detection,Heliyon,Jul,2020
972,Biosynthetic self-healing materials for soft machines,Nat Mater,Jul,2020
973,Directed assembly of liquid metal�elastomer conductors for stretchable and self?healing electronics,Adv Mater,Jun,2020
974,Overcoming Rayleigh�Plateau instabilities: Stabilizing and destabilizing liquid-metal streams via electrochemical oxidation,Proc Natl Acad Sci USA,Aug,2020
975,Review on mobile robots that exploit resonance,Eng Sci,Aug,2021
976,4D Thermomechanical metamaterials for soft microrobotics,Commun Mat,Sep,2021
977,Hardware Methods for Onboard Control of Fluidically Actuated Soft Robots,Front Rob AI,Aug,2021
978,Soft Robotic Oscillators With Strain-Based Coordination,IEEE RA-L,,2021
979,Designing Soft Pneumatic Actuators for Thumb Movements,IEEE RA-L,,2021
980,A Simple Free-Fold Test to Measure Bending Stiffness of Slender Soft Actuators,IEEE RA-L,,2021
981,Soft Twisting Pneumatic Actuators Enabled by Freeform Surface Design,IEEE RA-L,Jul,2021
982,Bone-Inspired Bending Soft Robot,SoRo J,Aug,2021
983,Design and Fabrication of a Low-Cost Silicone and Water-Based Soft Actuator with a High Load-to-Weight Ratio,SoRo J,Aug,2021
984,Soft Pneumatic Actuator with Bimodal Bending Response Using a Single Pressure Source,SoRo J,Aug,2021
985,Tactile Scanning for Detecting Micro Bump by Strain-Sensitive Artificial Skin,IEEE RA-L,,2021
986,A Soft Variable-Area Electrical-Double-Layer Energy Harvester,"Adv, Matter,",Aug,2021
987,Wide-Bandwidth Soft Vibrotactile Interface Using Electrohydraulic Actuator for Haptic Steering Wheel Application,IEEE RA-L,,2021
988,Soft Robotics: Morphology and Morphology-inspired Motion Strategy,IEEE/CAA J Autom Sinica,,2021
989,An Analysis of Peristaltic Locomotion for Maximizing Velocity or Minimizing Cost of Transport of Earthworm-Like Robots,SoRo J,Aug,2021
990,Surprisingly Robust In-Hand Manipulation: An Empirical Study,RSS conf,,2021
991,Biomimetic chameleon soft robot with artificial crypsis and disruptive coloration skin,Nat Commun,Aug,2021
992,A Cephalopod-Inspired Soft-Robotic Siphon for Thrust Vectoring and Flow Rate Regulation,SoRo J,Aug,2021
993,Soft robotic constrictor for in vitro modeling of dynamic tissue compression,Sci Rep,Aug,2021
994,Laser Endoscopic Manipulator Using Spring-Reinforced Multi-DoF Soft Actuator,IEEE RA-L,,2021
995,Learning to control active matter,Phys Rev Research,Sep,2021
996,Closed-Loop Position Control for Growing Robots Via Online Jacobian Corrections,IEEE RA-L,,2021
997,Workspace Boundary Estimation for Soft Manipulators Using a Continuation Approach,IEEE RA-L,,2021
998,earning Fingertip Force to Grasp Deformable Objects for Soft Wearable Robotic Glove With TSM,IEEE RA-L,,2021
999,Facile Analytical Extraction of the Hyperelastic Constants for the Two-Parameter Mooney�Rivlin Model from Experiments on Soft Polymers,SoRo J,Aug,2021
1000,Morphological Sensitivity and Falling Behavior of Paper V-Shapes,Artif Life,Sep,2021
1001,Exosuit That Helps With the Heavy Lifting,IEEE Spectrum,Sep,2021
1002,"A Soft, Wearable Brain�Machine Interface",IEEE Spectrum,Aug,2021
1003,Tiny �maniac� robots could deliver drugs directly to central nervous system,"Front, Sci, News",Aug,2021
1004,"Grasping deformable planar objects: Squeeze, stick/slip analysis, and energy-based optimalities","Int, J, Robot, Res,",Feb,2014
1005,Model-based shape estimation for soft robotic manipulators: The planar case,"J, Mechanisms Robotics",Mar,2014
1006,"Soft microfluidic assemblies of sensors, circuits, and radios for the skin",Science,Apr,2014
1007,Piecewise affine modeling and constraint optimal control for a pneumatic artificial muscle,"IEEE T, Ind, Electron,",Feb,2014
1008,"Targeted delivery: An integrated microrobotic platform for on- demand, targeted therapeutic interventions","Adv, Mater,",Feb,2014
1009,In vivo time-resolved microtomography reveals the mechanics of the blowfly flight motor,PLoS Biology,Mar,2014
1010,Review on Sensors and Components Used in Robotic Surgery: Recent Advances and New Challenges,IEEE Access,Dec,2023
1011,Body-conformable light-emitting materials and devices,Nature,Dec,2023
1012,Bioinspired soft robots for deep-sea exploration,Nature,Nov,2023
1013,3D printing dielectric elastomers for advanced functional structures: A mini-review,Appl Polym Sci,Dec,2023
1014,"Soft Optical Waveguides for Biomedical Applications, Wearable Devices, and Soft Robotics: A Review",Adv Int Syst,Nov,2023
1015,Developments and Challenges of Miniature Piezoelectric Robots: A Review,Adv Sci,Oct,2023
1016,"2D Materials Beyond Post-AI Era: Smart Fibers, Soft Robotics, and Single Atom Catalysts",Adv Mater,Oct,2023
1017,Rotenna: Harnessing Seamless Integration of Continuum Robot for Dynamic Electromagnetic Reconfiguration,IEEE RA-L,Nov,2023
1018,Design and motion analysis of a bidirectional parallel-chamber soft pneumatic actuator,Sage,Dec,2023
1019,Development of Negative-Pressure Artificial Muscles With Fiber Constraints and Pre-Stretched Soft Skin,IEEE RA-L,Nov,2023
1020,Assisted Magnetic Soft Continuum Robot Navigation via Rotating Magnetic Fields,IEEE RA-L,Nov,2023
1021,Stability Analysis of Tendon Driven Continuum Robots and Application to Active Softening,IEEE T-RO,Oct,2023
1022,"Trimmed helicoids: an architectured soft structure yielding soft robots with high precision, large workspace, and compliant interactions",Nature,Nov,2023
1023,Muscle-inspired soft robots based on bilateral dielectric elastomer actuators,Nature,Oct,2023
1024,Magnetic Liquid Metal Droplet Robot with Multifunction and High Output Force in Milli-Newton,SoRo Journal,Dec,2023
1025,Deformation Characteristics of Three-Dimensional Spiral Soft Actuator Driven by Water Hydraulics for Underwater Manipulator,SoRo Journal,Nov,2023
1026,A Versatile Topology-Optimized Compliant Actuator for Soft Robotic Gripper and Walking Robot,SoRo Journal,Oct,2023
1027,Piezo-Wormbots for Continuous Crawling,SoRo Journal,Oct,2023
1028,Variable Stiffness Fibers Enabled Universal and Programmable Re- Foldability Strategy for Modular Soft Robotics,Adv Sci,Dec,2023
1029,"Thermo-Mechanically Stable, Liquid Metal Embedded Soft Materials for High-Temperature Applications",Adv Func Mater,Dec,2023
1030,Tendril-Inspired Programmable Liquid Metal Photothermal Actuators for Soft Robots,Adv Func Mater,Nov,2023
1031,Liquid Metal Microdroplet-Initiated Ultra-Fast Polymerization of a Stimuli-Responsive Hydrogel Composite,Adv Func Mater,Nov,2023
1032,Highly Stretchable and Conductive MXene-Encapsulated Liquid Metal Hydrogels for Bioinspired Self-Sensing Soft Actuators,Adv Func Mater,Nov,2023
1033,Ions-Silica Percolated Ionic Dielectric Elastomer Actuator for Soft Robots,Adv Sci,Oct,2023
1034,Uni-axial reinforced dielectric elastomer actuators with embedded 3D printed fibers,"Smart Mater, Struct,",Dec,2023
1035,Self-repairing elastomer based on imidazole /?�?/ stacking interaction,"Smart Mater, Struct,",Oct,2023
1036,Dynamic Hand Proprioception via a Wearable Glove with Fabric Sensors,IEEE IROS,Oct,2023
1037,An Energy-Efficient Solid-State Organic Device Array for Neuromorphic Computing,IEEE T-ED,Nov,2023
1038,A Soft and Inflatable Vision-Based Tactile Sensor for Inspection of Constrained and Confined Spaces,IEEE Sensors,Oct,2023
1039,Communication Energy Analysis in Soft Robotic and Artificial Skin Covered Structures Using Modified X-Node WBAN Network,IEEE Access,Oct,2023
1040,MoSS: Monocular Shape Sensing for Continuum Robots,IEEE RA-L,Dec,2023
1041,Development of Conductive Surface on Polyurethane Foam Using In Situ Polymerization of Pyrrole for Capacitive Pressure Sensing,IEEE Sensors,Dec,2023
1042,Low-Temperature Bending Fatigue of NR Flexible Strain Sensor,IEEE Sensors,Dec,2023
1043,Air-Chamber-Based Soft Six-Axis Force/Torque Sensor for Human Robot Interaction,IEEE TIM,Dec,2023
1044,Flexible Electrolyte-Based Devices for Neuromorphic Electronics,IEEE J-Flex,Nov,2023
1045,Flexible Piezoresistive Sensor With High Strain Sensitivity and Pressure Insensitivity for Motion Monitoring,IEEE J-Flex,Nov,2023
1046,Multi-modal deformation and temperature sensing for context- sensitive machines,Nature,Nov,2023
1047,Magnetically aware actuating composites: Sensing features as inspiration for the next step in advanced magnetic soft robotics,Physical Review,Dec,2023
1048,Untethered Soft Pneumatic Actuators with Embedded Multiple Sensing Capabilities,SoRo Journal,Nov,2023
1049,A Flexible Escape Skin Bioinspired by the Defensive Behavior of Shedding Scales,SoRo Journal,Oct,2023
1050,Printable Polar Silicone Elastomers for Healable Supercapacitive Strain Sensors,Adv Mater Tech,Nov,2023
1051,Soft Wearable Haptic Display and Flexible 3D Force Sensor for Teleoperated Surgical Systems,Adv Sensor,Oct,2023
1052,Liquid Metal-Based Sensor Skin Enabling Haptic Perception of Softness,Adv Func Mater,Oct,2023
1053,Vision-controlled jetting for composite systems and robots,Nature,Nov,2023
1054,Hydrogel-assisted microfluidic spinning of stretchable fibers via fluidic and interfacial self-adaptations,Science,Oct,2023
1055,3D-printed liquid metal polymer composites as NIR-responsive 4D printing soft robot,Nature,Nov,2023
1056,Multimode coaxial extrusion of segmented core-shell structures for soft metamechanics and biomimetic applications,"Smart Mater, Struct,",Dec,2023
1057,Magnetic Repulsion-Based Robot With Diverse Locomotion Capabilities,IEEE RA-L,Nov,2023
1058,Design and build of small-scale magnetic soft-bodied robots with multimodal locomotion,Nature,Dec,2023
1059,Nonbiomorphic Passively Adaptive Swimming Robot Enables Agile Propulsion in Cluttered Aquatic Environments,SoRo Journal,Oct,2023
1060,Lightweight and Powerful Vacuum-Driven Gripper With Bioinspired Elastic Spine,IEEE RA-L,Oct,2023
1061,Delicate Jamming Grasp: Detecting Deformation of Fragile Objects Using Permanent Magnet Elastomer Membrane,IEEE RA-L,Dec,2023
1062,Soft-stable interface in grasping multiple objects by wiring-tension,Nature,Dec,2023
1063,Dexterous all-soft hand (DASH) with active palm: multi-functional soft hand beyond grasping,"Smart Mater, Struct",Dec,2023
1064,"Variable stiffness soft robotic gripper: design, development, and prospects","Bioinspir, Biomim",Dec,2023
1065,Octopus-inspired sensorized soft arm for environmental interaction,Science,Nov,2023
1066,Octopus-Inspired Muscular Hydrostats Powered By Twisted and Coiled Artificial Muscles,SoRo Journal,Nov,2023
1067,Light-Driven Amphibious Mini Soft Robot Mimicking the Locomotion Gait of Inchworm and Water Strider,Adv Int Sys,Nov,2023
1068,PiezoClimber: Versatile and Self-Transitional Climbing Soft Robot with Bioinspired Highly Directional Footpads,Adv Int Sys,Oct,2023
1069,Single Channel Soft Robotic Actuator Leveraging Switchable Strain- Limiting Structures for Deep-Sea Suction Sampling,IEEE IROS,Oct,2023
1070,Design and Validation of Soft Sliding Structure With Adjustable Stiffness for Ankle Sprain Prevention,IEEE RA-L,Dec,2023
1071,Soft Hybrid Actuated Hierarchical Bronchoscope Robot for Deep Lung Examination,IEEE RA-L,Nov,2023
1072,EMG-Based Intention Detection Using Deep Learning for Shared Control in Upper-Limb Assistive Exoskeletons,IEEE RA-L,Nov,2023
1073,Experimental and Simulation-Based Estimation of Interface Power During Physical Human-Robot Interaction in Hand Exoskeletons,IEEE RA-L,Oct,2023
1074,Multi-silicone bilateral soft physical twin as an alternative to traditional user interfaces for remote palpation: a comparative study,Nature,Dec,2023
1075,Biomimetic Small Intestinal Peristalsis Simulator Using Circumferential Pneumatic Artificial Muscles (cirPAM),Adv Mater Tech,Dec,2023
1076,Sensing Mucus Physiological Property In Situ by Wireless Millimeter- Scale Soft Robots,Adv Func Mater,Nov,2023
1077,Real2Sim2Real Transfer for Control of Cable-Driven Robots Via a Differentiable Physics Engine,IEEE IROS,Oct,2023
1078,Stiffness modelling and analysis of soft fluidic-driven robots using Lie theory,Sage IJRR,Dec,2023
1079,Human Control of Simulated Modular Soft Robots May Predict the Performance of Optimized AI-Based Controllers,IEEE Access,Dec,2023
1080,Toward the Use of Proxies for Efficient Learning Manipulation and Locomotion Strategies on Soft Robots,IEEE RA-L,Nov,2023
1081,Morphological Design for Pneumatic Soft Actuators and Robots With Desired Deformation Behavior,IEEE T-RO,Oct,2023
1082,RMRL: Robot Navigation in Crowd Environments With Risk Map-Based Deep Reinforcement Learning,IEEE RA-L,Oct,2023
1083,Multi-Structure Parameter Optimization Analysis of Soft Actuator Based on Numerical Calculation,IEEE Access,Dec,2023
1084,Autogeneration of Mission-Oriented Robot Controllers Using Bayesian- Based Koopman Operator,IEEE T-RO,Dec,2023
1085,Multirobot Adversarial Resilience Using Control Barrier Functions,IEEE T-RO,Dec,2023
1086,"A Generalized Motion Control Framework of Dielectric Elastomer Actuators: Dynamic Modeling, Sliding-Mode Control and Experimental Evaluation",IEEE T-RO,Dec,2023
1087,A Hybrid Adaptive Controller for Soft Robot Interchangeability,IEEE RA-L,Nov,2023
1088,Efficient Constrained Dynamics Algorithms Based on an Equivalent LQR Formulation Using Gauss� Principle of Least Constraint,IEEE T-RO,Nov,2023
1089,Modeling and Design of Lattice-Reinforced Pneumatic Soft Robots,IEEE T-RO,Nov,2023
1090,Automatically-Tuned Model Predictive Control for an Underwater Soft Robot,IEEE RA-L,Nov,2023
1091,Physics-Informed Online Estimation of Stiffness and Shape of Soft Robotic Manipulators,IEEE L-CSS,Nov,2023
1092,Design and Kinematic Modeling of a Soft Continuum Telescopic Arm for the Self-Assembly Mechanism of a Modular Robot,SoRo Journal,Nov,2023
1093,A Toolbox for Designing 3D-Printing-Ready Pneumatic Circuits for Controlling Soft Robots,Adv Int Sys,Oct,2023
1094,Wearable Robotics for Impaired Upper-Limb Assistance and Rehabilitation: State of the Art and Future Perspectives,IEEE Access,Oct,2022
1095,Opportunities and challenges in the development of exoskeletons for locomotor assistance,Nature,Dec,2022
1096,Design and Experimental Characterization of a Push-Pull Flexible Rod-Driven Soft-Bodied Robot,IEEE RA-L,Oct,2022
1097,Magnetorheological Fluid-Based Bending Actuator for Magnetic Sensing,IEEE RA-L,Oct,2022
1098,A magnetic soft robot with rolling and grasping capabilities,Sage,Oct,2022
1099,High-performance electrified hydrogel actuators based on wrinkled nanomembrane electrodes for untethered insect-scale soft aquabots,Science,Oct,2022
1100,Generating Clear Vibrotactile Cues with a Magnet Embedded in a Soft Finger Sheath,SoRo Journal,Dec,2022
1101,Origami-Inspired Soft Twisting Actuator,SoRo Journal,Nov,2022
1102,Additive Manufacturing of Tunable Metamaterials,"Book chapter, Wiley",Dec,2022
1103,Electro-Powerless Balloon Soft Actuator with Manually Driven Fluidic Circuit,Adv Elec Mat,Dec,2022
